username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MicJedlinski;2017-06-02 09:49;0;0;"Kolejny rekord - bezrobocie w kwietniu spadło do 7,7 proc.! #GUS #zatrudnienie #bezrobocie http:// bit.ly/2rxBxrh pic.twitter.com/L4kyFxhDDO";;;#GUS #zatrudnienie #bezrobocie;"870547842602946560";https://twitter.com/MicJedlinski/status/870547842602946560
MalinowskiKarol;2017-06-02 09:09;0;0;"Kolejny rekord - bezrobocie w kwietniu spadło do 7,7 proc.! #GUS #zatrudnienie #bezrobocie http:// bit.ly/2rxwszn pic.twitter.com/o4vPut3o51";;;#GUS #zatrudnienie #bezrobocie;"870537770489438209";https://twitter.com/MalinowskiKarol/status/870537770489438209
AdamSmith_17776;2017-05-31 16:29;0;0;"Do Polski zbliża się trend rynku pracy pracownika. #bezrobocie #praca https:// twitter.com/Europarl_PL/st atus/869864901422002176 …";;;#bezrobocie #praca;"869923907393998848";https://twitter.com/AdamSmith_17776/status/869923907393998848
RPEkonomia;2017-05-31 15:39;0;0;"#Niemcy : #bezrobocie coraz mniejsze http:// bit.ly/2rbh7DV";;;#Niemcy #bezrobocie;"869911130583519232";https://twitter.com/RPEkonomia/status/869911130583519232
pulshr_pl;2017-05-31 12:40;0;0;"Bezrobocie w UE jeszcze mniejsze niż oczekiwano! http://www. pulshr.pl/rekrutacja/eur ostat-bezrobocie-w-kwietniu-2017-r-w-krajach-unii-europejskiej-mniejsze-niz-oczekiwano,44223.html … #praca #bezrobocie #UE #Eurostat";;;#praca #bezrobocie #UE #Eurostat;"869866041937100801";https://twitter.com/pulshr_pl/status/869866041937100801
KubisiakA;2017-05-31 11:19;2;0;"@EU_Eurostat : #Bezrobocie w Polsce poniżej 5% Tylko 5 krajów #UE ma od nas lepszy wynik. Najniższe wyniki u naszych sąsiadów:Czechy i Niemcy https:// twitter.com/EU_Eurostat/st atus/869840901224374272 …";;@EU_Eurostat;#Bezrobocie #UE;"869845775592947713";https://twitter.com/KubisiakA/status/869845775592947713
CinkciarzPL;2017-05-31 11:11;3;0;"Rekordowo niskie bezrobocie w Polsce. Według Eurostatu w kwietniu wyniosło 4.8%. #praca #bezrobocie pic.twitter.com/LcfiBLKybi";;;#praca #bezrobocie;"869843803737337857";https://twitter.com/CinkciarzPL/status/869843803737337857
ibs_thinktank;2017-05-30 22:18;3;2;"Prace rutynowe - większa niestabilność zatrudnienia i dłuższe okresy #bezrobocie L. van der Velde z @Grape_ORG http:// grape.org.pl/blog/automatio n-and-careers/ …";;@Grape_ORG;#bezrobocie;"869649154330505218";https://twitter.com/ibs_thinktank/status/869649154330505218
zielonalinia;2017-05-30 13:52;0;0;"Własna firma lekiem na bezrobocie http:// bit.ly/2rA7nEO #WlasnaFirma #Dotacje #DzialalnoscGospodarcza #Bezrobocie";;;#WlasnaFirma #Dotacje #DzialalnoscGospodarcza #Bezrobocie;"869521788287504388";https://twitter.com/zielonalinia/status/869521788287504388
PwCPolska;2017-05-30 12:54;1;3;"Ewa Zmysłowska #PwC dla Wydarzenia @PolsatNewsPL o znaczeniu Ukraińców dla polskiego #rynekpracy . #praca #bezrobocie #Ukraina pic.twitter.com/vWISVjjnDM";;@PolsatNewsPL;#PwC #rynekpracy #praca #bezrobocie #Ukraina;"869507392832241664";https://twitter.com/PwCPolska/status/869507392832241664
Warszawa_STAT;2017-05-30 12:30;1;5;"#bezrobocie w Warszawie i na Mazowszu cały czas spada! http:// bit.ly/2rzQgmm #Warszawa_STAT #RynekPracy pic.twitter.com/gLLBk3JNDq";;;#bezrobocie #Warszawa_STAT #RynekPracy;"869501312748187648";https://twitter.com/Warszawa_STAT/status/869501312748187648
bekieark;2017-05-29 11:33;0;1;"Siędzę,dodaję cyferki Najniższe #bezrobocie od lat-myślałem,że przez naszą masową #emigracja .ę.Ale rynek pracownika może mieć inne przyczyny https:// twitter.com/visegradinsigh t/status/869119875322597377 …";;;#bezrobocie #emigracja;"869124478562971649";https://twitter.com/bekieark/status/869124478562971649
MojaInfolinia;2017-05-28 15:00;0;0;"#Chicago wciąż traci mieszkańców #populacja #bezrobocie #finanse ... http:// fb.me/1q4lFNDZf";;;#Chicago #populacja #bezrobocie #finanse;"868814125257949186";https://twitter.com/MojaInfolinia/status/868814125257949186
infogliwice;2017-05-26 12:09;0;0;"Rekordowo niskie #bezrobocie w #Gliwice http:// infogliwice.pl/rekordowo-nisk ie-bezrobocie-w-gliwicach/ …";;;#bezrobocie #Gliwice;"868046509522243587";https://twitter.com/infogliwice/status/868046509522243587
PolskieRadio24;2017-05-26 09:20;0;0;". @iggnacy : obawy, że braknie pracowników, specjalistów są przedwczesne i na tym etapie nieuzasadnione. #bezrobocie";;@iggnacy;#bezrobocie;"868003931020025856";https://twitter.com/PolskieRadio24/status/868003931020025856
Rzadometr;2017-05-25 16:51;0;0;"RT @GUS_STAT : Stopa bezrobocia w ostatnich latach http:// bit.ly/2r0zJaa #bezrobocie #praca #GUS pic.twitter.com/I3rcQkrAtI";;@GUS_STAT;#bezrobocie #praca #GUS;"867754952109719552";https://twitter.com/Rzadometr/status/867754952109719552
RoszkowskaMaja;2017-05-25 16:36;0;0;"ale znając życie płace nie wzrosną #bezrobocie . https:// twitter.com/wgospodarce/st atus/867692786132365312 …";;;#bezrobocie;"867751146391306240";https://twitter.com/RoszkowskaMaja/status/867751146391306240
GUS_STAT;2017-05-25 16:23;39;135;"Stopa bezrobocia w ostatnich latach http:// bit.ly/2r0zJaa #bezrobocie #praca #GUS pic.twitter.com/PcQHtxLqMr";;;#bezrobocie #praca #GUS;"867747983638638592";https://twitter.com/GUS_STAT/status/867747983638638592
PracodawcyRP;2017-05-25 13:13;0;0;"#KomentarzDniaPRP : #Bezrobocie w odwrocie.Jeśli koniunktura się utrzyma, spadek może trwać do listopada. #rynekpracy http:// bit.ly/2qZTu1v";;;#KomentarzDniaPRP #Bezrobocie #rynekpracy;"867700127179452416";https://twitter.com/PracodawcyRP/status/867700127179452416
PawelGotowt;2017-05-25 12:57;0;2;"Najnowsze dane #bezrobocie w #Polsce najniższe od 26 lat! @AndrzejDuda @BeataSzydlo @Jaroslaw_Gowin @IwonaMichalek @MRPiPS_GOV_PL";;@AndrzejDuda @BeataSzydlo @Jaroslaw_Gowin @IwonaMichalek @MRPiPS_GOV_PL;#bezrobocie #Polsce;"867696102665068545";https://twitter.com/PawelGotowt/status/867696102665068545
TVN24BiS;2017-05-25 12:51;1;2;"Rekordowo niskie #bezrobocie . Zobacz nowe dane: http:// tvn24bis.pl/article/url/74 2923 …";;;#bezrobocie;"867694681542590464";https://twitter.com/TVN24BiS/status/867694681542590464
wgospodarce;2017-05-25 12:44;0;1;"#bezrobocie To nie ostatni rekord spadku bezrobocia w Polsce – oceniają eksperci. Wzrosną płace? http:// wgospodarce.pl/informacje/368 51-to-nie-ostatni-rekord-spadku-bezrobocia-w-polsce-oceniaja-eksperci-wzrosna-place … #GUS #płace #firmy";;;#bezrobocie #GUS #p #firmy;"867692786132365312";https://twitter.com/wgospodarce/status/867692786132365312
prawopracy_net;2017-05-25 12:07;0;0;"Spadek stopy bezrobocia #stopabezrobocia #bezrobocie #praca https:// twitter.com/GUS_STAT/statu s/867652190508285952 …";;;#stopabezrobocia #bezrobocie #praca;"867683503399481344";https://twitter.com/prawopracy_net/status/867683503399481344
RadioMaryja;2017-05-25 12:04;3;9;"#GUS : stopa #bezrobocie w kwietniu wyniosła 7,7 proc. wobec 8,1 proc. w marcu http://www. radiomaryja.pl/informacje/gus -stopa-bezrobocia-kwietniu-wyniosla-77-proc-wobec-81-proc-marcu/ …";;;#GUS #bezrobocie;"867682733279064064";https://twitter.com/RadioMaryja/status/867682733279064064
CinkciarzPL;2017-05-25 11:59;1;2;"Bezrobocie rekordowo małe, ale problemy nadal duże. Nasza analiza: http:// bit.ly/2rCRWv3 #praca #bezrobocie pic.twitter.com/KkpcM9LPIx";;;#praca #bezrobocie;"867681462824435713";https://twitter.com/CinkciarzPL/status/867681462824435713
RadioZagranica;2017-05-25 11:19;0;0;"#Bezrobocie na rekordowo niskim poziomie. @GUS_STAT w kwietniu wyniosło 7,7 procent, czyli 0,4 punktu procentowego mniej niż w marcu.";;@GUS_STAT;#Bezrobocie;"867671506469494784";https://twitter.com/RadioZagranica/status/867671506469494784
KubisiakA;2017-05-25 10:30;0;3;"Jest i druga strona - wg #GUS w 11 powiatach nadal #bezrobocie przekracza 20%. Najwyższe tradycyjnie w Szydłowcu - 27,1% pic.twitter.com/hUheworvk7";;;#GUS #bezrobocie;"867659060593790976";https://twitter.com/KubisiakA/status/867659060593790976
KatMokrzycka;2017-05-25 10:27;0;0;"#Bezrobocie spada, rośnie #wydajność pracy. Najnowsze dane #GUS https://www. obserwatorfinansowy.pl/dispatches/bez robocie-wciaz-spada/ … #praca";;;#Bezrobocie #wydajno #GUS #praca;"867658330399006720";https://twitter.com/KatMokrzycka/status/867658330399006720
Wiadomosci_PR;2017-05-25 10:12;1;6;"Bezrobocie na rekordowo niskim poziomie #GUS #bezrobocie http://www. polskieradio.pl/42/273/Artykul /1769186,Bezrobocie-na-rekordowo-niskim-poziomie …";;;#GUS #bezrobocie;"867654507840368640";https://twitter.com/Wiadomosci_PR/status/867654507840368640
Gospodarka_PRSA;2017-05-25 10:08;0;0;"#GUS : stopa #bezrobocie w kwietniu wyniosła 7,7 proc. wobec 8,1 proc. w marcu http://www. polskieradio.pl/42/273/Artykul /1769186,GUS-stopa-bezrobocia-w-kwietniu-wyniosla-77-proc … @GUS_STAT";;@GUS_STAT;#GUS #bezrobocie;"867653504193757184";https://twitter.com/Gospodarka_PRSA/status/867653504193757184
iar_pr;2017-05-25 10:04;0;1;"#Bezrobocie na rekordowo niskim poziomie. @GUS_STAT poinformował, że w kwietniu wyniosło ono 7,7%, czyli 0,4 pkt proc. mniej niż w marcu.";;@GUS_STAT;#Bezrobocie;"867652461380677632";https://twitter.com/iar_pr/status/867652461380677632
KubisiakA;2017-05-25 10:03;2;1;"#Bezrobocie w kwietniu spadło poniżej najniższych wskazań z ubiegłego/rekordowego roku. Wynik najniżej od 26 lat - podaje @GUS_STAT https:// twitter.com/PAPBiznes/stat us/867651553108348928 …";;@GUS_STAT;#Bezrobocie;"867652299992256512";https://twitter.com/KubisiakA/status/867652299992256512
GUS_STAT;2017-05-25 10:02;3;2;"Prezentujemy najnowszy nr „Biuletynu Statystycznego” (4/2017) http:// bit.ly/2rCn3XJ #publikacjeGUS #bezrobocie #praca #RynekPracy pic.twitter.com/9HNYbt5eH1";;;#publikacjeGUS #bezrobocie #praca #RynekPracy;"867652190508285952";https://twitter.com/GUS_STAT/status/867652190508285952
Olsztyn_STAT;2017-05-25 09:59;0;0;"Więcej o #RynekPracy w #warmińskomazurskie w 2016 r. w Raporcie o sytuacji społeczno-gospodarczej http:// bit.ly/2rznnpO #bezrobocie pic.twitter.com/dOw5S0Y8I3";;;#RynekPracy #warmi #bezrobocie;"867651272651964418";https://twitter.com/Olsztyn_STAT/status/867651272651964418
nowePSL;2017-05-25 08:25;2;6;"@KosiniakKamysz w @KwadransPolit : przejmując resort pracy zaczynałem z 14% #bezrobocie – doszliśmy do jednocyfrowego wyniku.";;@KosiniakKamysz @KwadransPolit;#bezrobocie;"867627665943035905";https://twitter.com/nowePSL/status/867627665943035905
eNewsroom;2017-05-24 12:27;0;1;"Niskie #bezrobocie , ale jednak nie wszędzie.Należy aktywizować zawodowo nasze #społeczeństwo . @a_arendarski @wwwkigpl http:// bit.ly/2qOGZFj pic.twitter.com/X0ZrPQqVWN";;@a_arendarski @wwwkigpl;#bezrobocie #spo;"867326194915700739";https://twitter.com/eNewsroom/status/867326194915700739
wgospodarce;2017-05-20 15:29;0;0;"#Papież Franciszek: dramatyczne rozmiary bezrobocia na świecie http:// wgospodarce.pl/informacje/366 73-papiez-franciszek-dramatyczne-rozmiary-bezrobocia-na-swiecie … #bezrobocie";;;#Papie #bezrobocie;"865922392278929409";https://twitter.com/wgospodarce/status/865922392278929409
mnietek55;2017-05-18 11:27;0;1;"Złom sprzedałem, to jestem dziś zarobiony, teraz mogę kupić winko i wypoczywać na ławeczce w bażantarni @MiastoElblag #bezrobocie #elbląg";;@MiastoElblag;#bezrobocie #elbl;"865136634366492672";https://twitter.com/mnietek55/status/865136634366492672
RadiowaJedynka;2017-05-18 08:09;0;0;". @ChludzinskiM : to, że mamy b. dobre wskaźniki, jeśli chodzi o #PKB , inwestycje, #bezrobocie wynika również z chęci Polaków do inicjatywy";;@ChludzinskiM;#PKB #bezrobocie;"865087003733491712";https://twitter.com/RadiowaJedynka/status/865087003733491712
trolleczka1;2017-05-16 22:13;0;0;"Praca szuka człowieka... #bezrobocie #fachowcy pic.twitter.com/kkjxYmtqYd";;;#bezrobocie #fachowcy;"864574461814636545";https://twitter.com/trolleczka1/status/864574461814636545
kolo636634;2017-05-16 12:10;0;1;"7 #lektur w roku #PKB w górę #franek w dół #bezrobocie w dół Co te #pisiory wyprawiają co wyprawiają??!! #jakżyć";;;#lektur #PKB #franek #bezrobocie #pisiory #jak;"864422734213861376";https://twitter.com/kolo636634/status/864422734213861376
portalrolny;2017-05-16 07:39;0;0;"#Bezrobocie w kwietniu spadło do 7,7% http://www. ppr.pl/wiadomosci/bez robocie-w-kwietniu-spadlo-do-77-proc-pracownicy-maja-duza-przestrzen-do-negocjowania-wynagrodzen … #praca #finanse #zarobki #GUS #biznes #przedsiębiorczość #ekonomia #urzędy pic.twitter.com/XrNel1nKaj";;;#Bezrobocie #praca #finanse #zarobki #GUS #biznes #przedsi #ekonomia #urz;"864354651784728577";https://twitter.com/portalrolny/status/864354651784728577
OutsourcingPL;2017-05-15 15:00;0;0;"Zatrudnianie pracowników tymczasowych a #bezrobocie http:// goo.gl/A4yRfQ @annawicha1 @Adecco_Poland #praca #zatrudnienie #przepisyprawa pic.twitter.com/YzoiSmRa2I";;@annawicha1 @Adecco_Poland;#bezrobocie #praca #zatrudnienie #przepisyprawa;"864103081897635845";https://twitter.com/OutsourcingPL/status/864103081897635845
portalpraca;2017-05-15 14:17;0;2;"#bezrobocie w kwietniu rekordowo niskie. #goodnews #poniedziałek https://www. praca.pl/poradniki/ryne k-pracy/bezrobocie-kwiecien-2017_pr-1723.html …";;;#bezrobocie #goodnews #poniedzia;"864092250581630976";https://twitter.com/portalpraca/status/864092250581630976
Federacja_PL;2017-05-15 12:29;0;2;"#praca szuka człowieka.A do pracy rąk brak. #bezrobocie @Workservicepl @NAUKA_GOV_PL @Jaroslaw_Gowin @KosiniakKamysz http:// bit.ly/2qizxTe pic.twitter.com/tzEb2rMwPq";;@Workservicepl @NAUKA_GOV_PL @Jaroslaw_Gowin @KosiniakKamysz;#praca #bezrobocie;"864065247824445440";https://twitter.com/Federacja_PL/status/864065247824445440
FAKT24PL;2017-05-14 16:31;2;1;"W kwietniu spadło #bezrobocie . O ile? http://www. fakt.pl/pieniadze/fina nse/bezrobocie-w-kwietniu-spadlo-do-77-proc-jak-to-wplynie-na-rynek-pracy/6fl35wq …";;;#bezrobocie;"863763803200253954";https://twitter.com/FAKT24PL/status/863763803200253954
Newseria_Biznes;2017-05-12 15:05;1;0;"#Bezrobocie w kwietniu spadło do 7,7 proc. Pracownicy mają dużą przestrzeń do negocjowania wynagrodzeń https:// biznes.newseria.pl/news/bezroboci e-w-kwietniu,p1144519109 … @BCCorg";;@BCCorg;#Bezrobocie;"863017207114199040";https://twitter.com/Newseria_Biznes/status/863017207114199040
zielonalinia;2017-05-12 13:02;0;0;"Niskie bezrobocie też może być problemem. W Polsce braknie rąk do pracy? http:// bit.ly/2pF0eh0 #Praca #Bezrobocie";;;#Praca #Bezrobocie;"862986238202179584";https://twitter.com/zielonalinia/status/862986238202179584
k_smolen;2017-05-12 10:58;1;0;"@EUinPL dla #Polska 2017 podwyższyła dyn. #PKB do 3,5% z 3,2%, obniż. #inflacja do 1,8% z 2,0%, #deficyt : 2,9% (const), #bezrobocie 5,2% pic.twitter.com/nsPJ3jk2AA";;@EUinPL;#Polska #PKB #inflacja #deficyt #bezrobocie;"862955224033611776";https://twitter.com/k_smolen/status/862955224033611776
BadowskiMaciej;2017-05-12 10:40;1;2;"@AndrzejDuda #Bezrobocie najniższe od 26 lat, koniec pracy do śmierci #PAD #AgencjaAIP pic.twitter.com/2jY5Ahqdns";;@AndrzejDuda;#Bezrobocie #PAD #AgencjaAIP;"862950550865838081";https://twitter.com/BadowskiMaciej/status/862950550865838081
GRAPE_ORG;2017-05-12 09:20;0;1;"W PL tez... a #bezrobocie rekordowo niskie, podczas gdy #nierownosci niezmienne od dekad. Fakty to bardzo dziwna sprawa... https:// twitter.com/ibs_thinktank/ status/862927003485429760 …";;;#bezrobocie #nierownosci;"862930396412956672";https://twitter.com/GRAPE_ORG/status/862930396412956672
ibs_thinktank;2017-05-12 09:06;3;0;"#Bezrobocie i #nierownosci - najczęściej wymieniane jako problem w krajach EŚW - nowy #raport @pewresearch http:// pewrsr.ch/2pwST31 pic.twitter.com/54UsScpZtY";;@pewresearch;#Bezrobocie #nierownosci #raport;"862927003485429760";https://twitter.com/ibs_thinktank/status/862927003485429760
etransport;2017-05-11 17:00;0;0;"#Bezrobocie wciąż #spada http:// etransport.pl/wiadomosc48723 .html …";;;#Bezrobocie #spada;"862683729302573056";https://twitter.com/etransport/status/862683729302573056
radio_szczecin;2017-05-11 15:14;0;0;"Spada bezrobocie w regionie. #bezrobocie #zachodniopomorskie http:// bit.ly/2q5C5UE pic.twitter.com/UWQUGIRzy4";;;#bezrobocie #zachodniopomorskie;"862657143413104642";https://twitter.com/radio_szczecin/status/862657143413104642
infoludek;2017-05-11 14:17;0;0;"#Bezrobocie na Pomorzu Zachodnim wciąż spada. #Szczecin #PomorzeZachodnie http:// bit.ly/2q6sYCz";;;#Bezrobocie #Szczecin #PomorzeZachodnie;"862642698691465216";https://twitter.com/infoludek/status/862642698691465216
Mysaver_pl;2017-05-11 12:35;0;0;"Najniższe #bezrobocie w Polsce od 20 lat http:// mysaver.pl/twoje-pieniadz e/najnizsze-bezrobocie-w-polsce/ …";;;#bezrobocie;"862617106537492480";https://twitter.com/Mysaver_pl/status/862617106537492480
ArturDziambor;2017-05-10 13:48;24;80;"#Bezrobocie najniższe od 26 lat. Brawo! I absolutnie nikt, nie łączy tego z faktem, że ponad 2 mln ludzi uciekło za pieniądzem na zachód...";;;#Bezrobocie;"862273102046273536";https://twitter.com/ArturDziambor/status/862273102046273536
PolskieRadio24;2017-05-10 11:48;0;3;"#Bezrobocie najniższe od 26 lat. W #PR24 komentarze ekspertów http://www. polskieradio.pl/130/2791/Artyk ul/1763049,Bezrobocie-najnizsze-od-26-lat …";;;#Bezrobocie #PR24;"862243024306393088";https://twitter.com/PolskieRadio24/status/862243024306393088
naimad_kalwap;2017-05-10 10:07;0;0;"#Bezrobocie spada, bo Ukraińców w Polsce cała gromada!";;;#Bezrobocie;"862217631117561856";https://twitter.com/naimad_kalwap/status/862217631117561856
EurActivPoland;2017-05-10 07:15;0;0;"#Bezrobocie w Polsce spada. "Program gospodarczy #PiS przynosi oczekiwane efekty" - chwaliła się premier Beata... http:// fb.me/1tQxAnJP6";;;#Bezrobocie #PiS;"862174259225014272";https://twitter.com/EurActivPoland/status/862174259225014272
PolskieRadio24;2017-05-09 22:29;2;3;"Podsumowanie dnia. Najważniejsze informacje i opinie #bezrobocie #Rosja #Caracale http://www. polskieradio.pl/130/5934/Artyk ul/1762965,Podsumowanie-Dnia-Rekordowo-niskie-bezrobocie …";;;#bezrobocie #Rosja #Caracale;"862041964665081857";https://twitter.com/PolskieRadio24/status/862041964665081857
PolskieForumHR;2017-05-09 16:54;0;1;"Według szacunków @MRPiPS_GOV_PL #bezrobocie w kwietniu 7,7% https:// twitter.com/MRPiPS_GOV_PL/ status/861938222401802240 …";;@MRPiPS_GOV_PL;#bezrobocie;"861957434365104128";https://twitter.com/PolskieForumHR/status/861957434365104128
IdeaMoneySA;2017-05-09 16:30;0;1;"Rośnie zatrudnienie w polskiej gospodarce - @MRPiPS_GOV_PL szacuje, że do końca 2017 r. #bezrobocie spadnie do 7% #biznes #ekonomia https:// twitter.com/PAPBiznes/stat us/861898412257665029 …";;@MRPiPS_GOV_PL;#bezrobocie #biznes #ekonomia;"861951403069243392";https://twitter.com/IdeaMoneySA/status/861951403069243392
PolskieRadio24;2017-05-09 16:17;3;9;". @waldemar_buda w PR24: 7,7 proc. #bezrobocie to liczba dnia i całego roku. Taki wynik był ostatnio 26 lat temu";;@waldemar_buda;#bezrobocie;"861948128110551040";https://twitter.com/PolskieRadio24/status/861948128110551040
gowork_pl;2017-05-09 15:52;1;1;"#Bezrobocie w kwietniu wyniosło 7,7% i jest najniższe od 26 lat, podało @MRPiPS_GOV_PL #rynekpracy #praca https:// twitter.com/MRPiPS_GOV_PL/ status/861938222401802240 …";;@MRPiPS_GOV_PL;#Bezrobocie #rynekpracy #praca;"861941904639918080";https://twitter.com/gowork_pl/status/861941904639918080
RadioZagranica;2017-05-09 14:29;0;1;"Rekordowo niskie bezrobocie. Wg. @MRPiPS_GOV_PL w kwietniu wyniosło - 7,7 %, czyli o 0,4 punktu procentowego mniej niż w marcu #Bezrobocie";;@MRPiPS_GOV_PL;#Bezrobocie;"861920962845057024";https://twitter.com/RadioZagranica/status/861920962845057024
iar_pr;2017-05-09 14:26;0;2;"#KPRM : Min. @E_Rafalska : cieszy nas, że #bezrobocie spada we wszystkich województwach.";;@E_Rafalska;#KPRM #bezrobocie;"861920264606691328";https://twitter.com/iar_pr/status/861920264606691328
MDzienynski;2017-05-09 14:23;2;5;"#PBS #Bezrobocie 7,7% to dzisiaj liczba dnia @RadioZET_NEWS pic.twitter.com/VtYdsHSi4X";;@RadioZET_NEWS;#PBS #Bezrobocie;"861919532172156928";https://twitter.com/MDzienynski/status/861919532172156928
pulshr_pl;2017-05-09 13:31;1;0;"Mamy rekord! Takiej sytuacji nie było od lat http://www. pulshr.pl/rekrutacja/bez robocie-kwiecien-2017-r-tak-niskiego-bezrobocia-nie-bylo-od-26-lat,43653.html … #praca #bezrobocie @MRPiPS_GOV_PL @E_Rafalska";;@MRPiPS_GOV_PL @E_Rafalska;#praca #bezrobocie;"861906457519947776";https://twitter.com/pulshr_pl/status/861906457519947776
mazik73;2017-05-09 13:07;0;1;"Kolejny dowód, że PiS to faszysci. Porównanie do Duce czy Hitlera samoistne. #bezrobocie #PiS #faszyzm https:// twitter.com/MichalOlech/st atus/861886656902770688 …";;;#bezrobocie #PiS #faszyzm;"861900468880125952";https://twitter.com/mazik73/status/861900468880125952
ParlamentarnyPL;2017-05-09 12:36;0;0;"Wedle statystyk pracy jest imponująco dużo. #Bezrobocie @pulshr_pl http://www. parlamentarny.pl/spoleczenstwo/ mrpips-bezrobocie-w-polsce-najnizsze-od-lat,22558.html …";;@pulshr_pl;#Bezrobocie;"861892508024008704";https://twitter.com/ParlamentarnyPL/status/861892508024008704
TVN24BiS;2017-05-09 11:48;0;1;"Dobre dane od @MRPiPS_GOV_PL - sprawdź teraz na #PortalTVN24BiS ! #praca | #bezrobocie | #JestPraca https:// twitter.com/TVN24BiS/statu s/861878769904234496 …";;@MRPiPS_GOV_PL;#PortalTVN24BiS #praca #bezrobocie #JestPraca;"861880670083330048";https://twitter.com/TVN24BiS/status/861880670083330048
KubisiakA;2017-05-09 11:29;0;2;"#Bezrobocie już jest niżej niż w 2016 roku, a już wówczas mieliśmy rekordowo niskie wskazania #rynekpracy https:// twitter.com/mrpips_gov_pl/ status/861873343045218304 …";;;#Bezrobocie #rynekpracy;"861875769030660096";https://twitter.com/KubisiakA/status/861875769030660096
AndrzeOrlowski;2017-05-09 11:28;0;0;"#MRPiPS / Stopa bezrobocia na koniec kwietnia br. wyniosła 7,7 proc. Tak niskiego wskaźnika #bezrobocie nie... http:// fb.me/3daU1pRQs";;;#MRPiPS #bezrobocie;"861875578672173056";https://twitter.com/AndrzeOrlowski/status/861875578672173056
Gospodarka_PRSA;2017-05-09 11:27;0;0;"#MRPiPS : #bezrobocie spadło do 7,7 proc. http://www. polskieradio.pl/42/273/Artykul /1762702,MRPiPS-bezrobocie-spadlo-do-77-proc … @MRPiPS_GOV_PL";;@MRPiPS_GOV_PL;#MRPiPS #bezrobocie;"861875296483631104";https://twitter.com/Gospodarka_PRSA/status/861875296483631104
PAPinformacje;2017-05-09 11:26;33;35;"#MRPiPS / Stopa bezrobocia na koniec kwietnia br. wyniosła 7,7 proc. Tak niskiego wskaźnika #bezrobocie nie notowano od 26 lat. pic.twitter.com/XqUprlnBlZ";;;#MRPiPS #bezrobocie;"861874969101426689";https://twitter.com/PAPinformacje/status/861874969101426689
radio_szczecin;2017-05-08 16:20;0;0;"Bezrobocie rodzi konflikty, problemy szczecińskich marynarzy. #bezrobocie #marynarze #żegluga #Szczecin http:// bit.ly/2qJVVFt pic.twitter.com/eSK535I8PN";;;#bezrobocie #marynarze # #Szczecin;"861586646633938944";https://twitter.com/radio_szczecin/status/861586646633938944
KermitWolski;2017-05-06 18:23;1;8;"No cóż... Wiecznie politycy PiS nie będą ustalać kto pracuje w TVP, a wtedy #bezrobocie #czasdoszkoły #naukatopotęgiklucz pic.twitter.com/WJRiRqoH2K";;;#bezrobocie #czasdoszko #naukatopot;"860892725671067648";https://twitter.com/KermitWolski/status/860892725671067648
AgropolskaPL;2017-05-05 15:09;1;1;"Połowa bezrobotnych nie wyraża gotowości do podjęcia pracy https://www. agropolska.pl/aktualnosci/po lska/polowa-bezrobotnych-nie-wyraza-gotowosci-do-podjecia-pracy,3514.html … #bezrobocie #praca #etat @MRPiPS_GOV_PL @CBOS_Info pic.twitter.com/0QC3608Z1W";;@MRPiPS_GOV_PL @CBOS_Info;#bezrobocie #praca #etat;"860481680699781120";https://twitter.com/AgropolskaPL/status/860481680699781120
pulshr_pl;2017-05-04 12:35;1;2;"Według #Eurostat w marcu 2017 r. #bezrobocie w Polsce wyniosło 5,3 proc. http://www. pulshr.pl/rekrutacja/eur ostat-o-bezrobociu-w-polsce-w-marcu-wynioslo-5-3-proc,43561.html …";;;#Eurostat #bezrobocie;"860080427947761664";https://twitter.com/pulshr_pl/status/860080427947761664
wgospodarce;2017-05-02 12:42;2;4;"#Eurostat : Stopa bezrobocia w Polsce zdecydowanie niższa od unijnej http:// wgospodarce.pl/informacje/360 57-eurostat-stopa-bezrobocia-w-polsce-zdecydowanie-nizsza-od-unijnej … #Polska #bezrobocie";;;#Eurostat #Polska #bezrobocie;"859357395742490624";https://twitter.com/wgospodarce/status/859357395742490624
ADP_PL;2017-05-02 10:00;0;0;"Bezrobocie w Polsce spada. Na koniec I kw. stopa bezrobocia wyniosła 8,1 proc. #GUS #bezrobocie http:// bddy.me/2pAdt43 pic.twitter.com/MPznF1Pdgl";;;#GUS #bezrobocie;"859316552264495104";https://twitter.com/ADP_PL/status/859316552264495104
AgropolskaPL;2017-05-02 09:57;1;0;"Spadek bezrobocia i coraz więcej miejsc pracy https://www. agropolska.pl/aktualnosci/po lska/spadek-bezrobocia-i-coraz-wiecej-miejsc-pracy,3505.html … #bezrobocie #praca #zatrudnienie #etat @MRPiPS_GOV_PL pic.twitter.com/SsFtZcOHaV";;@MRPiPS_GOV_PL;#bezrobocie #praca #zatrudnienie #etat;"859315839866204160";https://twitter.com/AgropolskaPL/status/859315839866204160
AdrianaBakowska;2017-04-28 13:20;0;2;"Po raz pierwszy od lutego 2009 #bezrobocie w #Portugalia spadło poniżej 10%. W lutym b.r. wyniosło 9,9 proc. #gospodarka #kryzys";;;#bezrobocie #Portugalia #gospodarka #kryzys;"857917437295112192";https://twitter.com/AdrianaBakowska/status/857917437295112192
