username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Poznan_STAT;2017-10-30 15:17;0;0;"Komunikat o sytuacji społeczno-gospodarczej woj. wielkopolskiego-IX 2017 #USPoznań #bezrobocie #Wielkopolska http:// bit.ly/2iDuP0s pic.twitter.com/XqyIKyrpfA";;;#USPozna #bezrobocie #Wielkopolska;"925003798430568449";https://twitter.com/Poznan_STAT/status/925003798430568449
Olsztyn_STAT;2017-10-30 13:23;0;1;"#Bezrobocie w #warmińskomazurskie w III kw. 2017 r. http:// bit.ly/2gOAgW8 #RynekPracy pic.twitter.com/wn3NVOAE0H";;;#Bezrobocie #warmi #RynekPracy;"924975079699644416";https://twitter.com/Olsztyn_STAT/status/924975079699644416
plusradom;2017-10-30 10:34;0;1;"#Bezrobocie w woj. mazowieckim nieznacznie spada. @Warszawa_STAT zanotował także wzrost przeciętnego #wynagrodzenia . https:// radioplus.com.pl/radom/spada-be zrobocie-rosna-wynagrodzenia-26449 …";;@Warszawa_STAT;#Bezrobocie #wynagrodzenia;"924932462777716736";https://twitter.com/plusradom/status/924932462777716736
AgropolskaPL;2017-10-26 14:13;1;1;"Minister nie kryje zadowolenia. Mamy rynek pracownika https://www. agropolska.pl/aktualnosci/po lska/minister-nie-kryje-zadowolenia-mamy-rynek-pracownika,4398.html … #praca #bezrobocie @MRPiPS_GOV_PL @Stanislaw_Szwed pic.twitter.com/YqNXQSqdBv";;@MRPiPS_GOV_PL @Stanislaw_Szwed;#praca #bezrobocie;"923523052893294592";https://twitter.com/AgropolskaPL/status/923523052893294592
zielonalinia;2017-10-26 13:17;0;0;"Rafalska: Mamy rynek pracownika. Bezrobocie na koniec września wyniosło 6,8 proc. http:// bit.ly/2hcp8TP #Praca #Bezrobocie #StopaBezrobocia #RynekPracy";;;#Praca #Bezrobocie #StopaBezrobocia #RynekPracy;"923508836304150539";https://twitter.com/zielonalinia/status/923508836304150539
Gospodarka_PRSA;2017-10-26 10:45;0;0;"Minister #Rafalska : mamy w Polsce rynek pracownika #praca #pracownik #bezrobocie #zatrudnienie https://www. polskieradio.pl/42/275/Artykul /1900413,Minister-Rafalska-mamy-w-Polsce-rynek-pracownika …";;;#Rafalska #praca #pracownik #bezrobocie #zatrudnienie;"923470698798034944";https://twitter.com/Gospodarka_PRSA/status/923470698798034944
SGHWarsaw;2017-10-25 15:57;3;5;"#Konkurs na pamiętniki bezrobotnych. O projekcie opowiadają prof. P. Błędowski i dr @KubickiPawel z SGH https:// youtu.be/xjDRD-9-Ljo #bezrobocie";;@KubickiPawel;#Konkurs #bezrobocie;"923186660791201792";https://twitter.com/SGHWarsaw/status/923186660791201792
Gdansk_STAT;2017-10-25 14:00;0;1;"#pomorskie ma jeden z najniższych wskaźników dot. #bezrobocie ! #Gdansk #praca #dane #statystyka #Polska https:// twitter.com/GUS_STAT/statu s/922736375316860928 …";;;#pomorskie #bezrobocie #Gdansk #praca #dane #statystyka #Polska;"923157432351772673";https://twitter.com/Gdansk_STAT/status/923157432351772673
PolskieRadio24;2017-10-25 11:09;0;3;"" #Bezrobocie w Polsce w dużej mierze ma charakter statystyczny”. W #PR24 eksperci o spadku bezrobocia w Polsce @AndrzejSadowski , @ArkadiuszPaczka , dr Małgorzata Starczewska-Krzysztoszek z Konfederacji #Lewiatan #gospodarka https://www. polskieradio.pl/130/5894/Artyk ul/1899299,Ekspert-bezrobocie-w-Polsce-w-duzej-mierze-ma-charakter-statystyczny …";;@AndrzejSadowski @ArkadiuszPaczka;#Bezrobocie #PR24 #Lewiatan #gospodarka;"923114168353509377";https://twitter.com/PolskieRadio24/status/923114168353509377
dariuszlis01;2017-10-25 11:00;0;0;"#Bezrobocie w Polsce wciąż spada! Według danych #Eurostatu w sierpniu wyniosło 4,7 proc. #zatrudnienie #rynekPracy http:// bit.ly/2ldRSzI pic.twitter.com/Nq9xvz9xcD";;;#Bezrobocie #Eurostatu #zatrudnienie #rynekPracy;"923112140365381632";https://twitter.com/dariuszlis01/status/923112140365381632
KMetaKowalski;2017-10-24 22:38;2;2;"#Bezrobocie spadło do 6.8%... przypominam swoją stara analizę z 2016. Długofalowo może zejść nawet do 5%! https:// twitter.com/KMetaKowalski/ status/761098291006230528 …";;;#Bezrobocie;"922925170267865088";https://twitter.com/KMetaKowalski/status/922925170267865088
gowork_pl;2017-10-24 14:38;0;0;"#Bezrobocie na koniec września wynosiło 6,8% - podaje @GUS_STAT . Najmniejsze w Wielkopolsce, największe na Mazurach. #GUS https:// twitter.com/GUS_STAT/statu s/922736375316860928 …";;@GUS_STAT;#Bezrobocie #GUS;"922804376456105985";https://twitter.com/gowork_pl/status/922804376456105985
EwaMalyszko;2017-10-24 13:49;0;3;"Kolejny spadek st. bezrobocia. We wrześniu wyniosła 6,8 proc. wobec 7 proc. w sierpniu #bezrobocie #gospodarka";;;#bezrobocie #gospodarka;"922792167902449664";https://twitter.com/EwaMalyszko/status/922792167902449664
zielonalinia;2017-10-24 13:42;1;0;"Bezrobocie, wrzesień 2017 r.: Bezrobotnych znowu mniej. Rośnie liczba ofert pracy http:// bit.ly/2lcDEPM #Bezrobocie #Praca #StopaBezrobocia";;;#Bezrobocie #Praca #StopaBezrobocia;"922790380504076288";https://twitter.com/zielonalinia/status/922790380504076288
PolskieRadio24;2017-10-24 13:36;1;3;"Spada #bezrobocie . "Dane lepsze od oczekiwań". W #PR24 komentarz Moniki Kurtek, głównej ekonomistki Banku Pocztowego #GUS @GUS_STAT http://www. polskieradio.pl/130/2791/Artyk ul/1898446,GUS-Coraz-nizsze-bezrobocie …";;@GUS_STAT;#bezrobocie #PR24 #GUS;"922788979644207106";https://twitter.com/PolskieRadio24/status/922788979644207106
RPEkonomia;2017-10-24 13:05;0;0;"Rekordowo niskie #bezrobocie w Polsce #rynekpracy #GUS http:// bit.ly/2xjAr2o";;;#bezrobocie #rynekpracy #GUS;"922781131510034432";https://twitter.com/RPEkonomia/status/922781131510034432
pulshr_pl;2017-10-24 12:49;1;2;"Kolejna bariera na rynku pracy została przekroczona! http://www. pulshr.pl/rekrutacja/bez robocie-kubisiak-kolejna-bariera-na-rynku-pracy-zostala-przekroczona,48122.html … #praca #HR #bezrobocie @Workservicepl @KubisiakA";;@Workservicepl @KubisiakA;#praca #HR #bezrobocie;"922776991513960448";https://twitter.com/pulshr_pl/status/922776991513960448
BIPolska;2017-10-24 12:35;0;0;"#Bezrobocie wciąż spada. Jest lepiej niż w wakacje https:// businessinsider.com.pl/5n51g3f?utm_so urce=tw&utm_medium=social&utm_campaign=tw_bi … pic.twitter.com/Db3HKqMgqB";;;#Bezrobocie;"922773412719808512";https://twitter.com/BIPolska/status/922773412719808512
pulshr_pl;2017-10-24 11:30;3;1;"Pracowników coraz mniej, a liczba ofert pracy rośnie http://www. pulshr.pl/rekrutacja/bez robocie-wrzesien-2017-r-bezrobotnych-znowu-mniej-rosnie-liczba-ofert-pracy,48115.html … #praca #bezrobocie @GUS_STAT";;@GUS_STAT;#praca #bezrobocie;"922757111708340224";https://twitter.com/pulshr_pl/status/922757111708340224
ZielonaGoraSTAT;2017-10-24 11:16;0;1;"#ZielonaGoraSTAT Spadek stopy bezrobocia rejestrowanego w woj. #lubuskie #publikacjeGUS #Bezrobocie #Rynekpracy http:// bit.ly/2eqf74w pic.twitter.com/yFyoo0NLco";;;#ZielonaGoraSTAT #lubuskie #publikacjeGUS #Bezrobocie #Rynekpracy;"922753568876187648";https://twitter.com/ZielonaGoraSTAT/status/922753568876187648
SuperbizPL;2017-10-24 11:13;0;1;"#Bezrobocie w Polsce jest najniższe od 1990 roku. @GUS_STAT opublikował dane za wrzesień: http:// superbiz.se.pl/wiadomosci-biz /nowy-rekord-we-wrzesniu-bezrobocie-w-polsce-wynioslo-68-procent_1024254.html …";;@GUS_STAT;#Bezrobocie;"922752844847034368";https://twitter.com/SuperbizPL/status/922752844847034368
PolskieRadio24;2017-10-24 10:23;10;17;"Spada #bezrobocie , we wrześniu bez pracy było w Polsce 6,8 procent osób. Tak wynika z danych Głównego Urzędu Statystycznego. Zgodnie z informacjami przedstawionymi przez @GUS_STAT , w ujęciu rocznym bezrobocie spadło o 1,5 punktu procentowego (IAR) pic.twitter.com/VkdzlQP55M";;@GUS_STAT;#bezrobocie;"922740208365338625";https://twitter.com/PolskieRadio24/status/922740208365338625
Olsztyn_STAT;2017-10-24 10:08;0;1;"Stopa bezrobocia rejestrowanego w #warmińskomazurskie we wrześniu 2017 r. spadła do 11,8% http:// bit.ly/2y1W6eQ #Bezrobocie #RynekPracy pic.twitter.com/3Ce1abGQaU";;;#warmi #Bezrobocie #RynekPracy;"922736429586927616";https://twitter.com/Olsztyn_STAT/status/922736429586927616
GUS_STAT;2017-10-24 10:07;20;18;"Więcej w „Informacji o sytuacji społeczno-gospodarczej kraju I-III kw. 2017 r.” http:// bit.ly/2gD3LxM #GUS #Bezrobocie pic.twitter.com/4ZIomaSGGL";;;#GUS #Bezrobocie;"922736375316860928";https://twitter.com/GUS_STAT/status/922736375316860928
Gospodarka_PRSA;2017-10-24 10:02;0;0;"#Bezrobocie na rekordowo niskim poziomie. #GUS : stopa bezrobocia we wrześniu spadła do 6,8 proc. http://www. polskieradio.pl/42/273/Artykul /1897953,Bezrobocie-na-rekordowo-niskim-poziomie-Tak-dobrze-nie-bylo-od-1991-roku …";;;#Bezrobocie #GUS;"922735135518265344";https://twitter.com/Gospodarka_PRSA/status/922735135518265344
GUS_STAT;2017-10-24 10:01;11;13;"Więcej informacji w „Biuletynie Statystycznym" Nr 9/2017 http:// bit.ly/2y1W6eQ #GUS #PublikacjeGUS #Bezrobocie pic.twitter.com/888vqLrife";;;#GUS #PublikacjeGUS #Bezrobocie;"922734726997331969";https://twitter.com/GUS_STAT/status/922734726997331969
GUS_STAT;2017-10-24 10:00;9;13;"Stopa bezrobocia rejestrowanego we wrześniu 2017 r. spadła do 6,8% http:// bit.ly/2y1W6eQ #Bezrobocie #RynekPracy #Praca #GUS pic.twitter.com/CVe6s4JnOw";;;#Bezrobocie #RynekPracy #Praca #GUS;"922734541759971329";https://twitter.com/GUS_STAT/status/922734541759971329
MicJedlinski;2017-10-22 21:11;0;0;"Kolejny spadek bezrobocia! Stopa bezrobocia rejestrowanego we wrześniu wyniosła 6,9%! #RynekPracownika #bezrobocie http:// bit.ly/2xX7iOZ pic.twitter.com/Urtlwlhjb2";;;#RynekPracownika #bezrobocie;"922178492166373376";https://twitter.com/MicJedlinski/status/922178492166373376
OutsourcingPL;2017-10-19 17:00;0;0;"Wydatki na #roboty zmienią #rynekpracy https:// goo.gl/tdb1kr @annawicha1 @Adecco_Poland #robotyzacja #technologia #bezrobocie #Praca pic.twitter.com/oatJ9dLva6";;@annawicha1 @Adecco_Poland;#roboty #rynekpracy #robotyzacja #technologia #bezrobocie #Praca;"921028182194642944";https://twitter.com/OutsourcingPL/status/921028182194642944
zielonalinia;2017-10-19 14:27;0;0;"10 milionów ludzi na bezrobocie. To wszystko przez roboty http:// bit.ly/2yV28Di #Roboty #Cyfryzacja #SztucznaInteligencja #Bezrobocie #Praca";;;#Roboty #Cyfryzacja #SztucznaInteligencja #Bezrobocie #Praca;"920989754463801345";https://twitter.com/zielonalinia/status/920989754463801345
Money_pl;2017-10-19 06:40;0;0;"Ukraińcy mają dość i wychodzą na ulicę. Eksperci mówią o wzroście fali emigracji do Polski https://www. money.pl/gospodarka/wia domosci/artykul/ukraincy-bezrobocie-rynek-pracy-deficyt,25,0,2378521.html … #ukraincy #bezrobocie";;;#ukraincy #bezrobocie;"920872140664197121";https://twitter.com/Money_pl/status/920872140664197121
Mysaver_pl;2017-10-18 14:07;1;1;"Kryzys na rynku pracy wisi w powietrzu? https:// goldenmark.com/pl/mysaver/kry zys-na-rynku-pracy/ … #praca #bezrobocie #Polska #gospodarka";;;#praca #bezrobocie #Polska #gospodarka;"920622293130338304";https://twitter.com/Mysaver_pl/status/920622293130338304
miszkurka_pawel;2017-10-16 19:17;0;0;"#Bezrobocie według #BAEL pic.twitter.com/hqzidhHSdC";;;#Bezrobocie #BAEL;"919975520472879106";https://twitter.com/miszkurka_pawel/status/919975520472879106
OutsourcingPL;2017-10-16 16:00;0;1;"Wielka dziura w rynku pracy https:// goo.gl/u8HLh3 @Adecco_Poland #AgnieszkaSkuza #bezrobocie #praca #rynekpracy #zatrudnienie #PKB #HR pic.twitter.com/uRxteqVTKu";;@Adecco_Poland;#AgnieszkaSkuza #bezrobocie #praca #rynekpracy #zatrudnienie #PKB #HR;"919925909796384768";https://twitter.com/OutsourcingPL/status/919925909796384768
Gdansk_STAT;2017-10-16 13:23;0;1;"Czytaj najnowsze wyniki badania statystycznego #GUS . #dane #Gdansk #pomorskie #ludność #praca #bezrobocie https:// twitter.com/GUS_STAT/statu s/919881662917472257 …";;;#GUS #dane #Gdansk #pomorskie #ludno #praca #bezrobocie;"919886464271429633";https://twitter.com/Gdansk_STAT/status/919886464271429633
pulshr_pl;2017-10-16 12:36;0;0;"Jesteśmy na równi pochyłej. Polaków ubywa, a imigranci nie załatają tej dziury @Adecco_Poland @nbppl #bezrobocie http://www. pulshr.pl/przemysl/niski e-bezrobocie-pulapka-polskiego-rynku-pracy,47834.html …";;@Adecco_Poland @nbppl;#bezrobocie;"919874745923002369";https://twitter.com/pulshr_pl/status/919874745923002369
MalinowskiKarol;2017-10-16 09:59;0;0;"Przełomowy rok dla #Polski . Mamy #najniższe #bezrobocie od 1991 roku! #rynekPracy #gospodarka #zatrudnienie http:// bit.ly/2xJ5LM8 pic.twitter.com/xUCc8qXFf7";;;#Polski #najni #bezrobocie #rynekPracy #gospodarka #zatrudnienie;"919835184668688390";https://twitter.com/MalinowskiKarol/status/919835184668688390
portalrolny;2017-10-16 08:56;0;0;"Zakaz handlu w niedziele. Po co nam taki kram? https://www. ppr.pl/wiadomosci/zak az-handlu-w-niedziele-po-co-nam-taki-kram … #handel #praca #biznes #bezrobocie #sejm #rolnictwo #finanse pic.twitter.com/6ViitcyHxY";;;#handel #praca #biznes #bezrobocie #sejm #rolnictwo #finanse;"919819204618055680";https://twitter.com/portalrolny/status/919819204618055680
mkoczwa;2017-10-14 08:56;0;0;"#Bezrobocie w Polsce wciąż spada! Według danych #Eurostatu w sierpniu wyniosło 4,7 proc. #zatrudnienie #rynekPracy http:// bit.ly/2xF0PrB pic.twitter.com/4ctlYuPWWP";;;#Bezrobocie #Eurostatu #zatrudnienie #rynekPracy;"919094551020675078";https://twitter.com/mkoczwa/status/919094551020675078
ibs_thinktank;2017-10-12 14:46;0;0;"Skutki transformacji niskoemisyjnej dla #rynekpracy #płace #bezrobocie #PKB - M.Antosiewicz (IBS) #TRANSrisk pic.twitter.com/e1QR4boBGq";;;#rynekpracy #p #bezrobocie #PKB #TRANSrisk;"918457823125700608";https://twitter.com/ibs_thinktank/status/918457823125700608
SuperbizPL;2017-10-12 14:38;0;0;"Pierwszy raz w historii: #bezrobocie niższe wśród kobiet niż wśród mężczyzn @se_pl @GUS_STAT @MRPiPS_GOV_PL http:// superbiz.se.pl/wiadomosci-biz /pierwszy-raz-w-historii-bezrobocie-nizsze-wsrod-kobiet-niz-wsrod-mezczyzn_1022397.html … #praca";;@se_pl @GUS_STAT @MRPiPS_GOV_PL;#bezrobocie #praca;"918455715202781184";https://twitter.com/SuperbizPL/status/918455715202781184
dariuszlis01;2017-10-12 12:00;0;0;"#MRPiPS : #Bezrobocie wśród osób niepełnosprawnych zmniejszyło się o 5 proc. #zatrudnienie #praca http:// bit.ly/2xzKWCS pic.twitter.com/TRPhUv4sK4";;;#MRPiPS #Bezrobocie #zatrudnienie #praca;"918416194343903232";https://twitter.com/dariuszlis01/status/918416194343903232
PSamorzadowy;2017-10-12 09:43;0;1;"#Bezrobocie wśród kobiet mniejsze niż wśród mężczyzn. http://www. portalsamorzadowy.pl/praca/bezroboc ie-wsrod-kobiet-mniejsze-niz-wsrod-mezczyzn,99025.html …";;;#Bezrobocie;"918381524403281920";https://twitter.com/PSamorzadowy/status/918381524403281920
pulshr_pl;2017-10-12 07:35;2;0;"Pierwsza w historii taka sytuacja na polskim rynku pracy! http://www. pulshr.pl/rekrutacja/w-p olsce-mniej-bezrobotnych-kobiet-niz-mezczyzn-poraz-pierwszy-historii,47749.html … #praca #bezrobocie #HR #rekrutacja @MRPiPS_GOV_PL";;@MRPiPS_GOV_PL;#praca #bezrobocie #HR #rekrutacja;"918349323892658176";https://twitter.com/pulshr_pl/status/918349323892658176
MalinowskiKarol;2017-10-11 13:00;0;0;"#Bezrobocie w Polsce wciąż spada! Według danych #Eurostatu w sierpniu wyniosło 4,7 proc. #zatrudnienie #rynekPracy http:// bit.ly/2xyzw2a pic.twitter.com/UJyBVRCkVm";;;#Bezrobocie #Eurostatu #zatrudnienie #rynekPracy;"918068859344535552";https://twitter.com/MalinowskiKarol/status/918068859344535552
OutsourcingPL;2017-10-11 13:00;0;0;"Monitor #RynekPracy Wyniki 29. edycji badania https:// goo.gl/jVgPHF @RandstadPolska #bezrobocie #zatrudnienie #praca @LewiatanTweets pic.twitter.com/MBOJtWB3Gw";;@RandstadPolska @LewiatanTweets;#RynekPracy #bezrobocie #zatrudnienie #praca;"918068671443959808";https://twitter.com/OutsourcingPL/status/918068671443959808
ADP_PL;2017-10-11 12:30;0;1;"W sierpniu #bezrobocie w Polsce spadło do 7 proc. #GUS #RynekPracy #zatrudnienie #rynekPracownika #firma http:// bddy.me/2gthjbJ pic.twitter.com/Z73FxhGf8a";;;#bezrobocie #GUS #RynekPracy #zatrudnienie #rynekPracownika #firma;"918061133499719680";https://twitter.com/ADP_PL/status/918061133499719680
pulshr_pl;2017-10-11 10:42;1;0;"W Polsce ma kto pracować. Wystarczy uaktywnić te 3 grupy zawodowe http://www. pulshr.pl/rekrutacja/pro blem-z-brakiem-pracownikow-w-polsce-wystarczy-uaktywnic-te-trzy-grupy-zawodowe,47720.html … #praca #bezrobocie #rekrutacja @MRPiPS_GOV_PL";;@MRPiPS_GOV_PL;#praca #bezrobocie #rekrutacja;"918034104704290816";https://twitter.com/pulshr_pl/status/918034104704290816
pawel_soltys;2017-10-10 10:46;0;0;"mają w Szwecji drugą Polskę #bezrobocie https://www. bloomberg.com/news/articles/ 2017-10-10/economic-boom-in-sweden-faces-familiar-foe …";;;#bezrobocie;"917672550272000000";https://twitter.com/pawel_soltys/status/917672550272000000
KGinszt_Bilczuk;2017-10-10 10:19;0;0;"Przełomowy rok dla #Polski . Mamy #najniższe #bezrobocie od 1991 roku! #rynekPracy #gospodarka #zatrudnienie http:// bit.ly/2y8CGXy pic.twitter.com/VcrbHoptXK";;;#Polski #najni #bezrobocie #rynekPracy #gospodarka #zatrudnienie;"917665805642358784";https://twitter.com/KGinszt_Bilczuk/status/917665805642358784
zielonalinia;2017-10-06 17:10;0;0;"Bezrobocie poniżej 7% http:// bit.ly/2xYH7qt #Bezrobocie #Praca #RynekPracy #StopaBezrobocia";;;#Bezrobocie #Praca #RynekPracy #StopaBezrobocia;"916319857465004033";https://twitter.com/zielonalinia/status/916319857465004033
erjotin;2017-10-06 14:44;1;0;"Pierwszy raz od 7 lat mamy do czynienia z ujemną zmianą na rynku pracy w #USA . #Bezrobocie niżej od oczekiwań i to chyba jest teraz jedyny ratunek dla #USD .";;;#USA #Bezrobocie #USD;"916283039830953984";https://twitter.com/erjotin/status/916283039830953984
erjotin;2017-10-06 14:09;0;0;"W połowie tej godziny informacja o stanie rynku #praca w #USA . Ważniejsze od zmiany zatrudnienia lub #bezrobocie będą dane płacowe. Poprzeczka ustawiona nisko, toteż może zabujać górą na #USD , nawet przy danych tylko odrobinę lepszych od oczekiwań. #Forex";;;#praca #USA #bezrobocie #USD #Forex;"916274256194961408";https://twitter.com/erjotin/status/916274256194961408
robertkrupinsk2;2017-10-06 14:03;0;0;"#MRPiPS : #Bezrobocie wśród osób niepełnosprawnych zmniejszyło się o 5 proc. #zatrudnienie #praca http:// bit.ly/2xZxBRt pic.twitter.com/HxeXiyRGLF";;;#MRPiPS #Bezrobocie #zatrudnienie #praca;"916272610790408192";https://twitter.com/robertkrupinsk2/status/916272610790408192
trzasalski;2017-10-06 11:02;1;2;"Nieźle #rynekpracy , tak niskiego #bezrobocie nie było od 1991 r.: http:// goo.gl/oCg9e5 W #Wielkopolska 4,1% !!! pic.twitter.com/X4ojdNsN1F";;;#rynekpracy #bezrobocie #Wielkopolska;"916227135110549504";https://twitter.com/trzasalski/status/916227135110549504
zielonalinia;2017-10-06 10:21;0;1;"Stopa bezrobocia we wrześniu #Stopabezrobocia #praca #rynekpracywPolsce #bezrobocie pic.twitter.com/IdThVxBN8o";;;#Stopabezrobocia #praca #rynekpracywPolsce #bezrobocie;"916216884101599232";https://twitter.com/zielonalinia/status/916216884101599232
MalinowskiKarol;2017-10-06 10:06;0;0;"#MRPiPS : #Bezrobocie wśród osób niepełnosprawnych zmniejszyło się o 5 proc. #zatrudnienie #praca http:// bit.ly/2xYKafG pic.twitter.com/QRxDcMDuoC";;;#MRPiPS #Bezrobocie #zatrudnienie #praca;"916212962825662465";https://twitter.com/MalinowskiKarol/status/916212962825662465
PracodawcyRP;2017-10-06 09:57;0;2;"Fundusz Pracy powinien służyć tylko do aktywnego przeciwdziałania #bezrobocie i łagodzenia jego skutków. #rynekpracy http:// bit.ly/2xZuSr0";;;#bezrobocie #rynekpracy;"916210899739926528";https://twitter.com/PracodawcyRP/status/916210899739926528
GPiatkowski;2017-10-06 08:17;0;0;"Stylem @Piechocinski - #bezrobocie już poniżej 7% :) https:// m.money.pl/wiadomosci/art ykul/artykul,224,0,2373344.html?src01=6a4c8&src02=facebook_money …";;@Piechocinski;#bezrobocie;"916185508744781825";https://twitter.com/GPiatkowski/status/916185508744781825
r4p1t7;2017-10-05 20:57;0;0;"#Bezrobocie wciąż spada. We wrześniu stopa bezrobocia niższa niż w sierpniu. https:// twitter.com/tvp_info/statu s/915947845177442308 …";;;#Bezrobocie;"916014409662726146";https://twitter.com/r4p1t7/status/916014409662726146
tvp_info;2017-10-05 16:32;6;19;"#Bezrobocie wciąż spada. We wrześniu stopa bezrobocia niższa niż w sierpniu #wieszwiecej http://www. tvp.info/34274323/bezro bocie-wciaz-spada-we-wrzesniu-stopa-bezrobocia-nizsza-niz-w-sierpniu …";;;#Bezrobocie #wieszwiecej;"915947845177442308";https://twitter.com/tvp_info/status/915947845177442308
MMerkun;2017-10-05 13:05;0;1;"MRPiPS-> Stopa bezrobocia we IX’17 spadła o 0,1 pp do 6,9% #bezrobocie";;;#bezrobocie;"915895840920735744";https://twitter.com/MMerkun/status/915895840920735744
Money_pl;2017-10-05 12:50;0;2;"Stopa bezrobocia spadła do 6,9 proc. Bez pracy jest tylko 1,12 mln Polaków https://www. money.pl/gospodarka/wia domosci/artykul/bezrobocie-mrpips-bezrobotni,224,0,2373344.html … #kraj #bezrobocie";;;#kraj #bezrobocie;"915891827852627968";https://twitter.com/Money_pl/status/915891827852627968
KarolTokarczyk;2017-10-05 12:31;0;1;"6,9% - #bezrobocie w #PL 4,1% - województwo wielkopolskie 11,9% - województwo warmińsko-mazurskie @MRPiPS_GOV_PL @polskieradiopl @Gospodarka_PRSA @Wiadomosci_PR";;@MRPiPS_GOV_PL @polskieradiopl @Gospodarka_PRSA @Wiadomosci_PR;#bezrobocie #PL;"915887056026505216";https://twitter.com/KarolTokarczyk/status/915887056026505216
gowork_pl;2017-10-05 12:16;0;1;"#Bezrobocie wyniosło we wrześniu tylko 6,9% - podaje @GUS_STAT #rynekpracy https:// twitter.com/MRPiPS_GOV_PL/ status/915882882404683776 …";;@GUS_STAT;#Bezrobocie #rynekpracy;"915883469028384770";https://twitter.com/gowork_pl/status/915883469028384770
joan_neumann;2017-10-04 23:03;0;0;"#Bezrobocie coraz niższe, więc i dotacje można zabrać. @MF_GOV_PL na czele z #MateuszemMorawieckim podjęło tę karkołomną decyzję... https:// twitter.com/GazetaPG/statu s/915577656028131329 …";;@MF_GOV_PL;#Bezrobocie #MateuszemMorawieckim;"915683767255224320";https://twitter.com/joan_neumann/status/915683767255224320
infoludek;2017-10-04 16:52;1;0;"...a u nas ogłoszeń wciąż przybywa #praca #ogłoszenia #bezrobocie #PomorzeZachodnie http:// infoludek.pl/biznes-lokalny /rynek-pracownika-w-regionie-sie-umacnia-miejsc-pracy-nie-brakuje/ …";;;#praca #og #bezrobocie #PomorzeZachodnie;"915590468678897665";https://twitter.com/infoludek/status/915590468678897665
BIPolska;2017-10-02 13:00;0;2;"#Bezrobocie w Polsce zdecydowanie poniżej średniej, najwyższe - w Hiszpanii https:// businessinsider.com.pl/8j76j3h?utm_so urce=tw&utm_medium=social&utm_campaign=tw_bi … pic.twitter.com/En7WHL5xWV";;;#Bezrobocie;"914807178103373825";https://twitter.com/BIPolska/status/914807178103373825
pulshr_pl;2017-10-02 12:47;0;0;"Bezrobocie w Polsce wśród najniższych w UE! http://www. pulshr.pl/rekrutacja/eur ostat-bezrobocie-w-krajach-ue-najwyzsze-w-hiszpanii-najnizsze-w-niemczech-a-polska,47432.html … #praca #UE @EU_Eurostat #bezrobocie #Polska #Niemcy #Hiszpania";;@EU_Eurostat;#praca #UE #bezrobocie #Polska #Niemcy #Hiszpania;"914804064143241216";https://twitter.com/pulshr_pl/status/914804064143241216
MichaPonaczewny;2017-10-02 12:44;0;0;"Brak rąk do pracy, w dłuższej perspektywie, negatywnie wpłynie na ogół rynku pracy #zatrudnienie #bezrobocie http:// bit.ly/2xMzK2L pic.twitter.com/teTVA0qBou";;;#zatrudnienie #bezrobocie;"914803386775609345";https://twitter.com/MichaPonaczewny/status/914803386775609345
Macronextcom;2017-10-02 11:00;0;0;"Strefa Euro: w VIII 2017 stopa bezrobocia 9,1% (prognoza: 9,0%; poprzednio: 9,1%) http://www. macronext.com/pl/dane-makro/ d/2017-10-02/c/2 … #bezrobocie #EUR";;;#bezrobocie #EUR;"914777042050277377";https://twitter.com/Macronextcom/status/914777042050277377
RPEkonomia;2017-09-30 15:29;0;0;"#Bezrobocie w tym kraju przestało istnieć. #Islandia może pochwalić się wynikiem w granicy błędu statystycznego http://www. rp.pl/Rynek-pracy/17 0939985-Nie-ma-bezrobocia-w-Islandii.html …";;;#Bezrobocie #Islandia;"914120071450112000";https://twitter.com/RPEkonomia/status/914120071450112000
erjotin;2017-09-29 22:04;0;1;"Ciekawe czy @realDonaldTrump chociażby zastanawia się nad pozostawieniem #JanetYellen na stanowisku? Wydaje się, że robi dobrą robotę,skoro podnosi stopy, obniża #bezrobocie ,zaczyna czyścić bilans ,a #gospodarka nadal na plusie(giełdy tym bardziej). Pytanie czy na długo #fed https:// twitter.com/reutersbiz/sta tus/913848612882452480 …";;@realDonaldTrump;#JanetYellen #bezrobocie #gospodarka #fed;"913857142003822592";https://twitter.com/erjotin/status/913857142003822592
agencja_KAI;2017-09-29 12:23;0;0;"#Włochy : #Bezrobocie i brak mieszkań to główne przyczyny, spadku liczby małżeństw młodych małżeństw i dzieci.";;;#W #Bezrobocie;"913710932643246080";https://twitter.com/agencja_KAI/status/913710932643246080
MalinowskiKarol;2017-09-29 08:22;0;0;"#Bezrobocie utrzymuje się na bardzo niskim poziomie, jednak w niektórych regionach kraju nie jest już tak różowo http:// bit.ly/2yc5txl pic.twitter.com/7qI5n4QY1B";;;#Bezrobocie;"913650048071753728";https://twitter.com/MalinowskiKarol/status/913650048071753728
EwaMalyszko;2017-09-28 15:21;1;1;"Stopa bezrobocia w powiatach http:// tiny.pl/gpg8t @GUS_GOV #Bezrobocie";;@GUS_GOV;#Bezrobocie;"913393142665277440";https://twitter.com/EwaMalyszko/status/913393142665277440
